,nb_link,nb_id,cell_no,source_x,Mike_label_readable,Ge_label_readable
1457,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1108440.ipynb,1108440,76,"['all_predictions = spam_detect_model.predict(messages_tfidf)\n', 'print(all_predictions)']",MODEL,EVALUATE
1462,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1108440.ipynb,1108440,87,['predictions = pipeline.predict(msg_test)'],MODEL,EVALUATE
453,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1108807.ipynb,1108807,2,"['ImageIndex = 0\n', '\n', 'def PixelError(Window):\n', '    return np.sum(Window)\n', '\n', 'ResultImages = []\n', 'DepthMaps = []\n', 'for Input in Inputs:\n', '    Deblurred = []\n', '    for Index in range(9):\n', '        Deblurred.append(io.loadmat(""%s_%d"" % (Input, Index + 1))[\'deblurred\'])\n', '        \n', '    TargetImage = Images[ImageIndex]\n', '    \n', ""    ErrorsR = map(lambda i: (TargetImage[:, :, 0] - filters.convolve(Deblurred[i][:, :, 0], DepthFilters[i], mode='reflect')) ** 2, range(9))\n"", ""    ErrorsG = map(lambda i: (TargetImage[:, :, 1] - filters.convolve(Deblurred[i][:, :, 1], DepthFilters[i], mode='reflect')) ** 2, range(9))\n"", ""    ErrorsB = map(lambda i: (TargetImage[:, :, 2] - filters.convolve(Deblurred[i][:, :, 2], DepthFilters[i], mode='reflect')) ** 2, range(9))\n"", '    \n', ""    PxErrorsR = map(lambda i: filters.generic_filter(ErrorsR[i], PixelError, size=(3, 3), mode='reflect'), range(9))\n"", ""    PxErrorsG = map(lambda i: filters.generic_filter(ErrorsG[i], PixelError, size=(3, 3), mode='reflect'), range(9))\n"", ""    PxErrorsB = map(lambda i: filters.generic_filter(ErrorsB[i], PixelError, size=(3, 3), mode='reflect'), range(9))\n"", '    \n', '    BestR = np.argmin(PxErrorsR, axis=0)\n', '    BestG = np.argmin(PxErrorsG, axis=0)\n', '    BestB = np.argmin(PxErrorsB, axis=0)\n', '    \n', '    AllInFocusImage = np.zeros_like(TargetImage)\n', '    \n', '    for h in range(AllInFocusImage.shape[0]):\n', '        for w in range(AllInFocusImage.shape[1]):\n', '            AllInFocusImage[h, w, 0] = Deblurred[BestR[h, w]][h, w, 0]\n', '            AllInFocusImage[h, w, 1] = Deblurred[BestG[h, w]][h, w, 1]\n', '            AllInFocusImage[h, w, 2] = Deblurred[BestB[h, w]][h, w, 2]\n', '    \n', '    DepthMaps.append(BestR)\n', '    ResultImages.append(AllInFocusImage)\n', '\n', '    ImageIndex += 1\n', '    ']",WRANGLE,MODEL
454,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1108807.ipynb,1108807,3,"['for i in range(3):    \n', '    subplot(3, 2, (i * 2) + 1)\n', '    imshow(Images[i])\n', '    subplot(3, 2, (i * 2) + 2)\n', '    imshow(np.clip(ResultImages[i], 0, 1))\n', '    imageio.imsave(""%s_deblurred.bmp"" % Inputs[i], np.clip(ResultImages[i], 0, 1))']",EXPLORE,WRANGLE
1571,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,12,"['def score_one_patient2( detection_folder,\n', '                        ground_truth_folder,\n', '                        f,\n', '                        brain_ground_truth ):\n', '    \n', '    patient_id = os.path.basename(f)\n', '    ground_truth_file = ground_truth_folder + ""/"" + patient_id + ""_landmarks.nii.gz""\n', '    \n', '    if not os.path.exists(ground_truth_file):\n', '        print ""missing ground thruth"", ground_truth_file\n', '        return [np.inf, np.inf, np.inf, np.inf, np.inf,np.inf]\n', '    \n', '    labels = irtk.imread( ground_truth_file )\n', '    \n', '    # ground truth\n', ""    center_left_lung = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 1).view(np.ndarray) ),dtype='float32')[::-1])\n"", ""    center_right_lung = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 2).view(np.ndarray) ),dtype='float32')[::-1])\n"", ""    center_heart = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 3).view(np.ndarray) ),dtype='float32')[::-1])\n"", ""    center_liver = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 4).view(np.ndarray) ),dtype='float32')[::-1])\n"", ""    #center_brain = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 5).view(np.ndarray) ),dtype='float32')[::-1])\n"", '   \n', ""    liver_z = abs( np.array(nd.center_of_mass( (labels == 4).view(np.ndarray) ),dtype='float32')[0] -\n"", '                   labels.shape[0]/2 )\n', '    \n', '    if patient_id in brain_ground_truth:\n', '        center_brain = brain_ground_truth[patient_id]\n', '    else:\n', '        print patient_id, ""not in brainboxes.tsv""\n', ""        center_brain = labels.ImageToWorld( np.array(nd.center_of_mass( (labels == 5).view(np.ndarray) ),dtype='float32')[::-1])\n"", '        \n', '    # brain detection\n', '    #brain_mask = irtk.imread(f+""/brain_mask.nii.gz"")\n', '    brain_mask = f+""/brain_mask.nii.gz""\n', '    if not os.path.exists(brain_mask):\n', '        print ""brain not found"",patient_id\n', '        return [100, 100, 100, 100, 100, liver_z]\n', '    \n', ""    #detected_brain = brain_mask.ImageToWorld( np.array(nd.center_of_mass( (brain_mask == 1).view(np.ndarray) ),dtype='float32')[::-1])\n"", '    detected_brain = get_center_brain_detection(brain_mask)\n', '    \n', '    # second stage\n', '    landmarks = irtk.imread( f + ""/prediction_2/landmarks.nii.gz"" )\n', '    #landmarks = irtk.imread( f + ""/prediction_2/final_seg.nii.gz"" )\n', '    \n', '    if landmarks is None:\n', '        print ""something wrong for patient"",patient_id\n', '        return [100, 100, 100, 100, 100, liver_z]\n', '\n', ""    detected_left_lung = landmarks.ImageToWorld( np.array(nd.center_of_mass( (landmarks == 1).view(np.ndarray) ),dtype='float32')[::-1])\n"", '    \n', ""    detected_right_lung = landmarks.ImageToWorld( np.array(nd.center_of_mass( (landmarks == 2).view(np.ndarray) ),dtype='float32')[::-1])\n"", '\n', ""    detected_heart = landmarks.ImageToWorld( np.array(nd.center_of_mass( (landmarks == 3).view(np.ndarray) ),dtype='float32')[::-1])\n"", '    \n', ""    detected_liver = landmarks.ImageToWorld( np.array(nd.center_of_mass( (landmarks == 4).view(np.ndarray) ),dtype='float32')[::-1])\n"", '        \n', '    error_left_lung = np.linalg.norm( center_left_lung - detected_left_lung )\n', '    error_right_lung = np.linalg.norm( center_right_lung - detected_right_lung )\n', '    error_heart = np.linalg.norm( center_heart - detected_heart )\n', '    error_liver = np.linalg.norm( center_liver - detected_liver )\n', '    error_brain = np.linalg.norm( center_brain - detected_brain )\n', '\n', '    return [ error_left_lung, error_right_lung, error_heart, error_liver, error_brain, liver_z ]\n', '\n', 'def score_all2( detection_folder,\n', '               ground_truth_folder,\n', '               n_jobs=10 ):\n', '        \n', '    all_folders = sorted( glob( detection_folder+""/*"" ) )\n', '        \n', '    original_folder = ""/vol/vipdata/data/fetal_data/motion_correction""\n', '    brain_ground_truth = {}\n', '    reader = csv.reader( open( original_folder + ""/brainboxes.tsv"", ""rb""), delimiter=""\\t"" )\n', '    for patient_id, filename, sct, corner, size in reader:\n', '        file_id = filename[:-len("".nii"")]\n', ""        brain_ground_truth[file_id] = get_box_center(map(float,corner.split(',')),\n"", ""                                                      map(float,size.split(',')),\n"", '                                                      original_folder+""/original_scans/""+filename)\n', '       \n', '    all_folders_no_thick_slices = []\n', '    for f in all_folders:\n', '        file_id = os.path.basename(f)\n', ""        header = irtk.imread( original_folder + '/original_scans/'+file_id+'.nii',\n"", '                              empty=True, \n', '                              force_neurological=False ).get_header()\n', ""        if header['pixelSize'][2] > 2.0*header['pixelSize'][0]:\n"", '            print ""Thick slices:"", os.path.basename(f), header[\'pixelSize\']\n', '        else:\n', '            all_folders_no_thick_slices.append(f)\n', '            \n', '    all_folders = all_folders_no_thick_slices\n', '        \n', '    ga_file = ""/vol/vipdata/data/fetal_data/motion_correction/ga.tsv""\n', '    all_ga = {}\n', '    reader = csv.reader( open( ga_file, ""rb""), delimiter="" "" )\n', '    for patient_id, ga in reader:\n', '        all_ga[patient_id] = float(ga)\n', '        \n', '    scores = Parallel(n_jobs=n_jobs)(delayed(score_one_patient2)( detection_folder,\n', '                                                                  ground_truth_folder,\n', '                                                                  f,\n', '                                                                  brain_ground_truth )\n', '                                               for f in all_folders )\n', '        \n', '    patient_id, scores = map(os.path.basename, all_folders), np.array(scores)\n', ""    return pd.DataFrame({ 'patient_id' : patient_id,\n"", ""                          'Left lung' : scores[:,0],\n"", ""                          'Right lung' : scores[:,1],\n"", ""                          'Heart' : scores[:,2],\n"", ""                          'Liver' : scores[:,3],\n"", ""                          'Brain' : scores[:,4],\n"", ""                          'liver_z' : scores[:,5],\n"", ""                          'ga' : map( lambda x: all_ga[x.split('_')[0]], patient_id )})""]",WRANGLE,EVALUATE
1572,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,13,"['def count_inside_ellipsoid_one_patient_motion( f,\n', '                              ground_truth_folder,\n', '                              padding,\n', '                              scale,\n', '                              debug):\n', '    \n', '    patient_id = os.path.basename(f)\n', '    f_labels = ground_truth_folder + ""/"" + patient_id + ""_landmarks.nii.gz""\n', '    f_img = f + ""/prediction_2/img.nii.gz""\n', '    \n', '    f_shape_model = ""/vol/medic02/users/kpk09/OUTPUT/stage1_shape/2379/shape_model.pk""\n', ""    shape_model = pickle.load( open( f_shape_model, 'rb' ) )\n"", '    \n', '    if debug:\n', '        debug_ellipsoid_motion( f_labels, shape_model, scale )\n', '        \n', '    labels = irtk.imread(f_labels)\n', '    img = irtk.imread( f_img )\n', ""    labels = labels.transform( target=img, interpolation='nearest' )        \n"", '        \n', '    u,v,w = get_orientation_motion(labels)\n', ""    M = np.array( [w,v,u], dtype='float32' )\n"", '    \n', ""    mean_heart = np.array(nd.center_of_mass( (labels == 3).view(np.ndarray) ),dtype='float32')\n"", ""    mean_left_lung = np.array(nd.center_of_mass( (labels == 1).view(np.ndarray) ),dtype='float32')\n"", ""    mean_right_lung = np.array(nd.center_of_mass( (labels == 2).view(np.ndarray) ),dtype='float32')\n"", ""    mean_liver = np.array(nd.center_of_mass( (labels == 4).view(np.ndarray) ),dtype='float32')\n"", '    \n', ""    cov_heart = shape_model['cov_heart']*scale**2\n"", ""    cov_left_lung = shape_model['cov_left_lung']*scale**2\n"", ""    cov_right_lung = shape_model['cov_right_lung']*scale**2\n"", ""    cov_liver = shape_model['cov_liver']*scale**2\n"", '    \n', '    landmarks = irtk.imread( f + ""/prediction_2/landmarks.nii.gz"" )\n', '    \n', '    if landmarks is None:\n', '        print ""something wrong for patient"",patient_id\n', '        return [0,0,0,0,0]\n', '    \n', ""    detected_left_lung = np.array(nd.center_of_mass( (landmarks == 1).view(np.ndarray) ),dtype='float32') - padding\n"", ""    detected_right_lung = np.array(nd.center_of_mass( (landmarks == 2).view(np.ndarray) ),dtype='float32') - padding\n"", ""    detected_heart = np.array(nd.center_of_mass( (landmarks == 3).view(np.ndarray) ),dtype='float32') - padding\n"", ""    detected_liver = np.array(nd.center_of_mass( (landmarks == 4).view(np.ndarray) ),dtype='float32') - padding\n"", '      \n', '    inside_left_lung = is_in_ellipsoid_motion( detected_left_lung, mean_left_lung, cov_left_lung, (u,v,w), mean_heart )\n', '    inside_right_lung = is_in_ellipsoid_motion( detected_right_lung, mean_right_lung, cov_right_lung, (u,v,w), mean_heart )\n', '    inside_heart = is_in_ellipsoid_motion( detected_heart, mean_heart, cov_heart, (u,v,w), mean_heart )\n', '    inside_liver = is_in_ellipsoid_motion( detected_liver, mean_liver, cov_liver, (u,v,w), mean_heart )\n', '    \n', '    return [inside_left_lung, inside_right_lung, inside_heart, inside_liver,\n', '            inside_left_lung and inside_right_lung and inside_heart and inside_liver]\n', '\n', 'def debug_ellipsoid_motion( f_labels, f_img, shape_model, scale ):\n', '    labels = irtk.imread(f_labels)\n', '    img = irtk.imread(f_img)\n', ""    labels = labels.transform( target=img, interpolation='nearest' ) \n"", '    \n', '    u,v,w = get_orientation_motion(labels)\n', ""    M = np.array( [w,v,u], dtype='float32' )\n"", '    \n', ""    mean_heart = np.array(nd.center_of_mass( (labels == 3).view(np.ndarray) ),dtype='float32')\n"", ""    mean_left_lung = np.array(nd.center_of_mass( (labels == 1).view(np.ndarray) ),dtype='float32')\n"", ""    mean_right_lung = np.array(nd.center_of_mass( (labels == 2).view(np.ndarray) ),dtype='float32')\n"", ""    mean_liver = np.array(nd.center_of_mass( (labels == 4).view(np.ndarray) ),dtype='float32')\n"", '    \n', ""    cov_heart = shape_model['cov_heart']*scale**2\n"", ""    cov_left_lung = shape_model['cov_left_lung']*scale**2\n"", ""    cov_right_lung = shape_model['cov_right_lung']*scale**2\n"", ""    cov_liver = shape_model['cov_liver']*scale**2\n"", '    \n', ""    res = irtk.zeros( labels.get_header(), dtype='uint8' )\n"", '    points = np.argwhere( res == 0 )\n', '    for i, (mean, cov) in enumerate(zip( [mean_heart, mean_left_lung, mean_right_lung, mean_liver], \n', '                                       [cov_heart, cov_left_lung, cov_right_lung, cov_liver] ),\n', '                                  start=1):\n', '        inv_cov = np.linalg.pinv(cov)\n', '        pts = np.transpose( np.dot( M, np.transpose(points - mean_heart)))\n', '        mean = np.dot( M, mean - mean_heart)\n', '        selection = np.sum( np.dot(pts-mean, inv_cov) * (pts-mean), 1) < 1\n', '        pts = points[selection]\n', '        res[pts[:,0],\n', '            pts[:,1],\n', '            pts[:,2]] = i\n', '        \n', '    irtk.imwrite( ""tmp/debug_ellipsoids_motion/""+os.path.basename(f), res )\n', '    return \n', '\n', 'def is_in_ellipsoid_motion( p, mean, cov, (u,v,w), heart_center ):\n', ""    M = np.array( [w,v,u], dtype='float32' )\n"", '    p = np.dot( M, p - heart_center)\n', '    mean = np.dot( M, mean - heart_center)\n', '    inv_cov = np.linalg.pinv( cov )\n', '    return np.dot( np.transpose(p-mean),np.dot(inv_cov,p-mean) ) < 1\n', '\n', 'def count_inside_ellipsoid_motion( detection_folder,\n', '                      ground_truth_folder,\n', '                      n_jobs=10,\n', '                      padding=0,\n', '                      scale=1.0,\n', '                      debug=False):\n', '        \n', '    all_folders = sorted( glob( detection_folder+""/*"" ) )\n', '       \n', '    original_folder = ""/vol/vipdata/data/fetal_data/motion_correction""\n', '    all_folders_no_thick_slices = []\n', '    for f in all_folders:\n', '        file_id = os.path.basename(f)\n', ""        header = irtk.imread( original_folder + '/original_scans/'+file_id+'.nii',\n"", '                              empty=True, \n', '                              force_neurological=False ).get_header()\n', ""        if header['pixelSize'][2] > 2.0*header['pixelSize'][0]:\n"", '            print ""Thick slices:"", os.path.basename(f), header[\'pixelSize\']\n', '        else:\n', '            all_folders_no_thick_slices.append(f)\n', '            \n', '    all_folders = all_folders_no_thick_slices\n', '\n', '    scores = Parallel(n_jobs=n_jobs)(delayed(count_inside_ellipsoid_one_patient_motion)( f,\n', '                                                                 ground_truth_folder,\n', '                                                                 padding,\n', '                                                                 scale=scale,\n', '                                                                 debug=debug)\n', '                                               for f in all_folders )\n', '        \n', '    patient_id, scores = map(os.path.basename, all_folders), np.array(scores)\n', '    \n', ""    return pd.DataFrame( { 'patient_id' : patient_id,\n"", ""                           'Left lung' : scores[:,0],\n"", ""                           'Right lung' : scores[:,1],\n"", ""                           'Heart' : scores[:,2],\n"", ""                           'Liver' : scores[:,3],\n"", ""                           'All in' : scores[:,4]} ).convert_objects(convert_numeric=True)""]",WRANGLE,EVALUATE
1573,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,14,"['detection_folder = ""/vol/vipdata/data/fetal_data/OUTPUT/whole_body_shape_padding50""\n', 'ground_truth_folder = ""/vol/vipdata/data/fetal_data/motion_correction/landmarks""\n', 'data_motion = score_all2(detection_folder, ground_truth_folder,n_jobs=20 )\n', 'data_motion[[""Left lung"",""Right lung"",""Heart"",""Liver"",""Brain""]].hist();\n', '\n', 'plt.figure()\n', 'ax = data_motion[[""Left lung"",""Right lung"",""Heart"",""Liver"",""Brain""]].boxplot(return_type=\'axes\',\n', ""                                                                      flierprops={'marker':'.','color':[0,0,0]},\n"", '                                                                      fontsize=18);\n', 'ax.set_ylim([0,40])\n', 'ax.yaxis.set_ticks(np.arange(0, 41, 5))\n', 'ax.set_ylabel(""Error distance (mm)"")\n', ""ax.set_title('Error distance for second dataset');\n"", 'plt.savefig(""real_case_scenario.pdf"", bbox_inches=""tight"");\n', '\n', 'print ""how many times the detected heart is within 10mm of the true heart?""\n', ""print float(np.sum(data_motion['Heart'] <= 10))/len(data_motion.index)\n"", '\n', 'print ""how many times the error for the lungs is less than 15mm""\n', ""print float(np.sum(np.logical_and(data_motion['Left lung'] <= 15,\n"", ""                            data_motion['Right lung'] <= 15)))/len(data_motion.index)\n"", '\n', 'print ""how many times the error for the liver is less than 20mm""\n', ""print float(np.sum(data_motion['Liver'] <= 20))/len(data_motion.index)""]",EXPLORE,EVALUATE
1574,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,15,"['detection_folder = ""/vol/vipdata/data/fetal_data/OUTPUT/whole_body_shape_padding50""\n', 'ground_truth_folder = ""/vol/vipdata/data/fetal_data/motion_correction/landmarks""\n', 'data_motion_ellipsoid = count_inside_ellipsoid_motion(detection_folder,\n', '                                            ground_truth_folder,\n', '                                            n_jobs=-1, \n', '                                            padding=10, \n', '                                            debug=False )\n', '\n', ""plt.rc('text', usetex=False)\n"", 'data_motion_ellipsoid.hist();\n', 'print data_motion_ellipsoid.sum()\n', '\n', 'print ""Motion subjects""\n', 'for cl in [""Left lung"",""Right lung"",""Heart"",""Liver""]:\n', ""    binning = np.bincount(data_motion_ellipsoid[cl].astype('int32'),minlength=2)\n"", ""    print cl, binning, binning.astype('float') / len(data_motion_ellipsoid.index) * 100""]",EXPLORE,EVALUATE
1575,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,16,"['ga_file = ""/vol/vipdata/data/fetal_data/motion_correction/ga.tsv""\n', '\n', 'all_ga = {}\n', 'reader = csv.reader( open( ga_file, ""rb""), delimiter="" "" )\n', 'for patient_id, ga in reader:\n', '    all_ga[patient_id] = float(ga)\n', '    \n', 'def get_BPD( ga ):\n', '    """"""50th centile from Snijders""""""\n', '    p = np.poly1d( [ -3.20651640e-03,\n', '                     2.14380813e-01,\n', '                     -1.47907551e+00,\n', '                     1.87142471e+01 ] )\n', '    return p(ga)\n', '\n', 'all_bpd = []\n', ""for file_id in data_motion['patient_id']:\n"", ""    patient_id = file_id.split('_')[0]\n"", '    all_bpd.append( get_BPD( all_ga[patient_id] ) )\n', '    \n', 'all_bpd = np.array( all_bpd )\n', '\n', ""print data_motion[data_motion['Brain']==data_motion['Brain'].max()]\n"", ""print np.sum( data_motion['Brain'] < all_bpd/4 )""]",WRANGLE,EVALUATE
1577,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,18,"['import cPickle as pk\n', '\n', ""pk.dump(data_motion,open('data_motion.pk', 'wb'))\n"", '\n', ""#plt.rc('text', usetex=True, color='black')\n"", ""#plt.rc('font', family='serif')\n"", '\n', 'fig = plt.figure(figsize=(12, 8))\n', 'gs = matplotlib.gridspec.GridSpec(2, 2) #, width_ratios=[1,0.75,1])\n', '\n', 'ax1 = fig.add_subplot(gs[0])\n', 'ax2 = fig.add_subplot(gs[1], sharey=ax1)\n', 'ax3 = fig.add_subplot(gs[2])\n', 'ax4 = fig.add_subplot(gs[3], sharey=ax3)\n', '   \n', ""data_motion.plot(x='ga',y='Left lung',kind='scatter',ax=ax1, color=np.array([255, 0, 0])/255,marker='o',edgecolor='black',linewidth=1.2,alpha=.5);\n"", ""data_motion.plot(x='ga',y='Right lung',kind='scatter',ax=ax2, color=np.array([0, 255, 63])/255,marker='o',edgecolor='black',linewidth=1.2,alpha=.5);\n"", ""data_motion.plot(x='ga',y='Heart',kind='scatter',ax=ax3, color=np.array([0, 0, 255])/255,marker='o',edgecolor='black',linewidth=1.2,alpha=.5);\n"", ""data_motion.plot(x='ga',y='Liver',kind='scatter',ax=ax4, color=np.array([255, 255, 0])/255,marker='o',edgecolor='black',linewidth=1.2,alpha=.5);\n"", '\n', 'ax1.set_ylim(0,80)\n', 'ax2.set_ylim(0,80)\n', 'ax3.set_ylim(0,80)\n', 'ax4.set_ylim(0,80)\n', '\n', ""obj = ax1.set_title('Left lung')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax2.set_title('Right lung')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax3.set_title('Heart')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax4.set_title('Liver')\n"", ""plt.setp(obj, color='black')\n"", '\n', ""obj = ax1.set_ylabel('Distance error (mm)')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax3.set_ylabel('Distance error (mm)')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax2.set_ylabel('')\n"", ""obj = ax4.set_ylabel('')\n"", '\n', ""obj = ax3.set_xlabel('Gestational age')\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax4.set_xlabel('Gestational age')\n"", ""plt.setp(obj, color='black')\n"", '\n', 'fig.tight_layout()\n', '\n', '#plt.savefig(""detection_by_ga.pdf"", bbox_inches=""tight"")']",EXPLORE,EVALUATE
1578,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1109134.ipynb,1109134,20,"[""plt.rc('text', usetex=True, color='black')\n"", ""plt.rc('font', family='serif')\n"", '\n', 'fig = plt.figure(figsize=(15, 4.5))\n', 'gs = matplotlib.gridspec.GridSpec(1, 3, width_ratios=[0.8,0.8,1])\n', '\n', 'ax1 = fig.add_subplot(gs[0])\n', 'ax2 = fig.add_subplot(gs[1], sharey=ax1)\n', 'ax3 = fig.add_subplot(gs[2], sharey=ax1)\n', '\n', 'label_names = [""Left\\nlung"",""Right\\nlung"",""Heart"",""Liver""]\n', '\n', '## Healthy\n', 'data_leaveoneout[data_leaveoneout[\'IUGR\']==0][[""Left lung"",""Right lung"",""Heart"",""Liver""]].boxplot(return_type=\'axes\',\n', ""                                                                               flierprops={'marker':'.','color':[0,0,0]},\n"", '                                                                               fontsize=18,\n', '                                                                               ax=ax1);\n', '\n', 'ax1.set_ylim([0,40])\n', 'ax1.yaxis.set_ticks(np.arange(0, 41, 5))\n', 'obj = ax1.set_ylabel(""Distance error (mm)"")\n', ""plt.setp(obj, color='black')\n"", ""#obj = ax1.set_title(r'1\\textsuperscript{st} dataset: healthy');\n"", ""obj = ax1.set_title(r'Dataset 2: healthy');\n"", ""plt.setp(obj, color='black')\n"", 'obj = ax1.set_xticklabels(label_names)\n', ""plt.setp(obj, color='black')\n"", '\n', ""axes_obj = plt.getp(ax1,'axes')                 #get the axes' property handler\n"", ""ytl_obj = plt.getp(axes_obj, 'yticklabels')     #get the properties for \n"", '                                                #  yticklabels\n', ""plt.setp(ytl_obj, color='black')\n"", '\n', '## IUGR\n', 'data_leaveoneout[data_leaveoneout[\'IUGR\']==1][[""Left lung"",""Right lung"",""Heart"",""Liver""]].boxplot(return_type=\'axes\',\n', ""                                                                               flierprops={'marker':'.','color':[0,0,0]},\n"", '                                                                               fontsize=18,\n', '                                                                               ax=ax2);\n', ""#obj = ax2.set_title(r'1\\textsuperscript{st} dataset: IUGR');\n"", ""obj = ax2.set_title(r'Dataset 2: IUGR');\n"", ""plt.setp(obj, color='black')\n"", 'obj = ax2.set_xticklabels(label_names)\n', ""plt.setp(obj, color='black')\n"", '\n', ""axes_obj = plt.getp(ax2,'axes')                 #get the axes' property handler\n"", ""ytl_obj = plt.getp(axes_obj, 'yticklabels')     #get the properties for \n"", '                                                #  yticklabels\n', ""plt.setp(ytl_obj, color='black')\n"", '\n', '## Motion artefacts\n', 'data_motion[[""Left lung"",""Right lung"",""Heart"",""Liver"",""Brain""]].boxplot(return_type=\'axes\',\n', ""                                                                      flierprops={'marker':'.','color':[0,0,0]},\n"", '                                                                      fontsize=18,\n', '                                                                      ax=ax3);\n', ""#obj = ax3.set_title(r'2\\textsuperscript{nd} dataset');\n"", ""obj = ax3.set_title(r'Dataset 3');\n"", ""plt.setp(obj, color='black')\n"", ""obj = ax3.set_xticklabels(label_names+['Brain'])\n"", ""plt.setp(obj, color='black')\n"", '\n', ""axes_obj = plt.getp(ax3,'axes')                 #get the axes' property handler\n"", ""ytl_obj = plt.getp(axes_obj, 'yticklabels')     #get the properties for \n"", '                                                #  yticklabels\n', ""plt.setp(ytl_obj, color='black')\n"", '\n', 'plt.savefig(""combined_plot2.pdf"", bbox_inches=""tight"");']",EXPLORE,EVALUATE
1176,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1116374.ipynb,1116374,38,"['month_occurrence = blitz.groupby(""Month"").groups\n', 'print(len(month_occurrence[1]))\n', '\n', 'occurrence = []\n', '\n', 'for i in range(1,13):\n', '    val = month_occurrence[i]\n', '    occurrence.append(len(val))\n', '\n', 'print(occurrence)\n', 'print(sum(occurrence))']",WRANGLE,EXPLORE
1181,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1116374.ipynb,1116374,44,"['np.corrcoef(blitz[""Magnitude""], blitz[""Depth""])']",EVALUATE,EXPLORE
1186,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1116374.ipynb,1116374,56,"[""print('Coefficients: \\n', regr.coef_)""]",EXPLORE,EVALUATE
1187,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1116374.ipynb,1116374,58,['Y2 = regr.predict(X1)'],MODEL,EVALUATE
602,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1118399.ipynb,1118399,34,"[""#add a date field to map the week number for each track to the week of the year it's actually on the track\n"", 'bd_melt[""rank_on_chart""] = [101 - x for x in bd_melt.Ranking]\n', 'bd_melt.info()']",EXPLORE,WRANGLE
853,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1138666.ipynb,1138666,29,"['import sqlite3 as lite\n', '\n', ""con = lite.connect('citi_bike.db')\n"", 'cur = con.cursor()\n', '\n', 'with con:\n', ""    cur.execute('CREATE TABLE citibike_reference (id INT PRIMARY KEY, totalDocks INT, city TEXT, altitude INT, stAddress2 TEXT, longitude NUMERIC, postalCode TEXT, testStation TEXT, stAddress1 TEXT, stationName TEXT, landMark TEXT, latitude NUMERIC, location TEXT )')""]",EXPLORE,WRANGLE
1718,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1143058.ipynb,1143058,8,"['examples = [\'Free Viagra now!!!\', ""Hi Bob, how about a game of golf tomorrow?""]\n', 'example_counts = vectorizer.transform(examples)\n', 'predictions = classifier.predict(example_counts)\n', 'predictions']",MODEL,EVALUATE
